Row.names	Apap_The_002_1	Apap_The_002_2	Apap_The_002_3	Apap_The_024_1	Apap_The_024_2	Apap_The_024_3	Apap_Tox_002_2	Apap_Tox_002_3	Apap_Tox_024_1	Apap_Tox_024_2	Con_DMSO_002_1	Con_DMSO_002_2	Con_DMSO_002_3	Con_DMSO_024_1	Con_DMSO_024_2	Con_DMSO_024_3
ENSG00000240541	0	0	0	18	0	0	0	0	0	0	0	89	0	0	0	0
ENSG00000240542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240549	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240553	0	0	0	0	0	0	130.8	0	0	0	0	0	0	0	0	0
ENSG00000240554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240563	0	0	0	19.04	0	0	22.52	0	0	0	31.8	0	0	0	0	0
ENSG00000240566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240583	0	53	0	19	1	1	0	0	134	122	1	1391	0	2	1	230
ENSG00000240584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240590	0	3.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39
ENSG00000240591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240602	1	142	0	52	0	5	42	15	0	17	0	0	0	116	0	0
ENSG00000240606	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000240611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240616	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1
ENSG00000240621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240627	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240668	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240673	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000240674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240682	136	137.37	26.52	120.56	60	33.71	36	0	58	122.72	2	3	0	10	286	0
ENSG00000240687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240694	0	0	0	9.01	7.41	0	0	0	0	0	119.3	0	364	0	0	0
ENSG00000240695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240738	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000240739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240747	0	29	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000240750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240761	0	42.45	0	0	0	0	0	0	16.31	20.11	0	0	0	0	0	0
ENSG00000240764	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240771	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000240772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240801	170.39	144.53	336.72	329.86	23.06	342.28	404.22	222.28	871.1	160.26	0	2466.91	462.6	133.03	443.67	0
ENSG00000240803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240809	27.21	27.69	5.05	20.08	22.02	8.27	29.7	13.02	12.04	20.2	15.11	28.09	12.59	21.1	46.67	27.52
ENSG00000240813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240821	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000240823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0
ENSG00000240837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240849	983	2209	1249	2804	2297	1016	2297	1312	680	1665	1249.96	2988	565	430	4652	223
ENSG00000240853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240854	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000240857	4	3	39	57	46	88	0	0	0	0	0	33	3	1	148	0
ENSG00000240859	0	0	0	70	0	0	1	0	122	46	0	0	0	0	0	0
ENSG00000240861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240869	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240875	88	65.28	97	260	168	115	166	178	0	45	35	72	15	0	518	0
ENSG00000240877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240889	0	0	28	23	0	1	0	11	0	0	0	0	0	0	0	0
ENSG00000240890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240891	76	535.38	78	59	36	0	62.64	78	153	87	0	584	0	0	1	0
ENSG00000240893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240915	0	0	0	0	0	0	0	0	0	0	0	42.22	0	0	0	0
ENSG00000240919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240935	0	0	49	39	107	0	0	0	0	0	0	59	0	0	0	0
ENSG00000240936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240970	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0
ENSG00000240972	25674	38036	26569.97	19384	20866.42	23024	30603	14279	10775	14526	6611	32235	6186	1363	8435	5954
ENSG00000240973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241007	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0
ENSG00000241008	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0
ENSG00000241011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241014	74	45	0	54	241	1	23	106	21	10	93	0	0	0	0	0
ENSG00000241015	0	0	0	2	0	0	12	22	0	0	0	0	0	0	0	0
ENSG00000241018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241020	0	12.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241030	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000241032	0	0	1	4.06	0	2	0	1	0	0	0	1	0	0	1	0
ENSG00000241035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241043	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241058	334	668	387	430	254	454	463	455	506	232	209	776	2855	924	1595	703
ENSG00000241059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241081	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000241082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241104	0	17	0	0	42	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241106	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ENSG00000241111	0	19.76	0	0	0	0	0	0	0	0	0	0	0	0	13.46	0
ENSG00000241112	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000241114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241119	19184.26	37639.57	17742.86	26940.91	26227.9	14934.31	24383.19	18391.69	19969.93	24186.88	25074.07	14939.48	18166.1	29357.99	53146.79	47266.9
ENSG00000241120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241127	0	266	1	43	74	21	31	99	0	95	66	1	0	166	265	307
ENSG00000241128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241135	14	0	0	0	0	55	0	322	293	106	1	225	4	1	2	1
ENSG00000241136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241168	0	0	1	53.07	0	41.99	0	0	0	0	22.89	0	0	0	0	0
ENSG00000241169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241170	0	0	0	0	0	0	14	0	0	0	2	0	0	0	111	0
ENSG00000241172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241186	44	0	0	0	0	0	0	0	78	0	0	0	1	0	0	0
ENSG00000241187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241218	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0
ENSG00000241219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241224	0	116	0	87	9	71	17	5	0	65	288	4	0	0	256	1
ENSG00000241225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241243	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000241244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241258	290	658	598	741	744	417	556	380	333	415	726	608.34	383	978	490	613
ENSG00000241261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241288	1	1	25	25	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241291	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241313	0	0	29.22	0	21	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241316	30	224	53	37	114	27	38	333	211	72	29	0	1116	213	4	4
ENSG00000241317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241322	0	0	0	0	0	0	0	0	0	0	1.64	0	0	0	0	0
ENSG00000241324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241326	126.9	0	0	1.71	0	0	0	0	0	0	0	0	0	0	0	406.48
ENSG00000241328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241343	692.52	1408.99	1071.55	584.43	441.9	468.61	573.03	885.72	2.43	268.52	1025.23	847.49	0	127.36	787.42	1503.54
ENSG00000241344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
