25571	NC_003070.5	7423507	7423600	+
22405	NC_003070.5	9363183	9363275	-
22406	NC_003070.5	9364458	9364557	+
22407	NC_003070.5	9367067	9367166	+
22418	NC_003070.5	10227059	10227181	+
22380	NC_003070.5	11137520	11137896	+
22468	NC_003070.5	11230444	11230593	-
22464	NC_003070.5	11785916	11786017	+
25839	NC_003070.5	11834002	11834206	-
25887	NC_003070.5	11957440	11957710	+
25563	NC_003070.5	13067229	13067313	+
21630	NC_003070.5	17829353	17829525	+
21624	NC_003070.5	18030479	18030699	-
22472	NC_003070.5	19433747	19433946	-
22383	NC_003070.5	20043131	20043284	-
22384	NC_003070.5	20045186	20045402	+
22477	NC_003070.5	20775884	20775968	+
22826	NC_003070.5	22111011	22111121	+
25890	NC_003070.5	22153383	22153508	+
25564	NC_003070.5	22153601	22153698	+
25852	NC_003070.5	22580732	22580930	+
25856	NC_003070.5	22581040	22581398	+
25566	NC_003070.5	22799283	22799400	+
22395	NC_003070.5	22933754	22933869	-
22810	NC_003070.5	23061699	23061821	+
22419	NC_003070.5	23349042	23349176	-
25573	NC_003070.5	24724784	24725114	+
21633	NC_003070.5	24887729	24888059	+
21621	NC_003070.5	24916865	24916962	-
21622	NC_003070.5	24924749	24924880	+
22811	NC_003070.5	25141119	25141226	-
25849	NC_003070.5	25282607	25282870	-
22408	NC_003070.5	26273642	26273741	-
22409	NC_003070.5	26276439	26276533	-
22410	NC_003070.5	26277521	26277632	+
25567	NC_003070.5	26641663	26641770	+
25889	NC_003070.5	26777201	26777387	-
21626	NC_003070.5	27716894	27717077	-
22812	NC_003070.5	27990677	27990786	+
25845	NC_003070.5	28549348	28549747	-
22404	NC_003070.5	28573702	28573822	+
22466	NC_003070.5	29021414	29021722	+
25565	NC_003070.5	29427345	29427467	+
25843	NC_003070.5	29530044	29530230	+
25850	NC_003071.3	771336	771561	-
22415	NC_003071.3	1040935	1041039	+
22411	NC_003071.3	4149405	4149555	-
25865	NC_003071.3	4681509	4681780	+
22813	NC_003071.3	7015602	7015681	+
22475	NC_003071.3	8419598	8419700	-
25569	NC_003071.3	9567841	9568003	+
22469	NC_003071.3	9642037	9642193	-
25854	NC_003071.3	9949231	9949415	-
25841	NC_003071.3	10254286	10254542	+
25846	NC_003071.3	10641359	10641695	-
21615	NC_003071.3	10683530	10683652	-
25893	NC_003071.3	10725175	10725277	+
25835	NC_003071.3	11166738	11166923	+
21652	NC_003071.3	11949991	11950092	-
22814	NC_003071.3	13715825	13715941	-
22473	NC_003071.3	13873282	13873544	+
22421	NC_003071.3	14450057	14450156	-
22422	NC_003071.3	14450583	14450691	+
22423	NC_003071.3	14452076	14452193	+
28644	NC_003071.3	15618949	15619061	+
22398	NC_003071.3	16069032	16069138	+
21627	NC_003071.3	16347357	16347441	+
22401	NC_003071.3	16659179	16659311	+
22479	NC_003071.3	17036779	17036977	+
25568	NC_003071.3	17356515	17356652	-
22478	NC_003071.3	19001705	19001929	+
21638	NC_003071.3	19183178	19183347	+
22474	NC_003071.3	19326884	19327101	+
22467	NC_003071.3	19422122	19422256	+
21634	NC_003071.3	19527822	19527934	+
22481	NC_003074.4	1306628	1306787	-
21625	NC_003074.4	3366336	3366435	-
22396	NC_003074.4	3599782	3599914	-
21649	NC_003074.4	4359001	4359226	-
25834	NC_003074.4	4496782	4496972	-
22385	NC_003074.4	4805691	4805857	-
25572	NC_003074.4	5500043	5500153	+
21623	NC_003074.4	6244506	6244722	-
25900	NC_003074.4	6488240	6488432	+
22815	NC_003074.4	6516224	6516296	+
21645	NC_003074.4	8108079	8108216	+
21654	NC_003074.4	8236160	8236261	+
25862	NC_003074.4	8346374	8346663	+
22388	NC_003074.4	9873197	9873402	-
22389	NC_003074.4	9873570	9873790	-
22390	NC_003074.4	9876762	9876974	-
22391	NC_003074.4	9877130	9877340	-
22392	NC_003074.4	9879405	9879616	-
22393	NC_003074.4	9879777	9879991	-
25858	NC_003074.4	16083436	16083624	-
25853	NC_003074.4	17753083	17753287	+
25892	NC_003074.4	17849120	17849251	-
21651	NC_003074.4	19084413	19084535	+
25561	NC_003074.4	19670279	19670391	-
25860	NC_003074.4	19670510	19670693	-
22397	NC_003074.4	20598883	20599006	+
22402	NC_003074.4	20702626	20702785	+
25837	NC_003074.4	22133737	22133913	-
21639	NC_003074.4	22933181	22933300	+
21646	NC_003074.4	23417143	23417251	+
21637	NC_003075.3	369831	370012	-
25836	NC_003075.3	1340479	1340656	+
23716	NC_003075.3	1523304	1523501	-
23714	NC_003075.3	1528132	1528368	-
23715	NC_003075.3	1535424	1535659	-
22413	NC_003075.3	2625948	2626054	+
22471	NC_003075.3	2789653	2789738	-
22465	NC_003075.3	5020234	5020483	-
25842	NC_003075.3	6413006	6413338	+
25859	NC_003075.3	7845703	7845923	+
25894	NC_003075.3	7846593	7846895	+
25888	NC_003075.3	7878181	7878557	-
22414	NC_003075.3	7878648	7878756	-
25851	NC_003075.3	7885247	7885458	-
25861	NC_003075.3	8336162	8336369	+
25570	NC_003075.3	8504136	8504309	-
21628	NC_003075.3	9888995	9889083	+
21647	NC_003075.3	10578646	10578783	+
28645	NC_003075.3	11370274	11370336	+
25899	NC_003075.3	11375375	11375492	+
22386	NC_003075.3	11482891	11483269	-
25898	NC_003075.3	12214079	12214177	-
25855	NC_003075.3	12217416	12217578	-
21959	NC_003075.3	12352966	12353141	+
25863	NC_003075.3	12625104	12625792	+
25838	NC_003075.3	13846977	13847167	+
21616	NC_003075.3	15074905	15075087	+
21617	NC_003075.3	15415424	15415527	-
22816	NC_003075.3	15660376	15660481	+
21635	NC_003076.4	287581	287733	+
25833	NC_003076.4	897019	897355	-
21653	NC_003076.4	1188208	1188302	-
21631	NC_003076.4	2634906	2635045	-
25844	NC_003076.4	2641427	2641675	-
21640	NC_003076.4	2838636	2838774	+
21641	NC_003076.4	2840623	2840735	+
21618	NC_003076.4	3456633	3456750	-
21619	NC_003076.4	3867208	3867314	+
25857	NC_003076.4	4479399	4479593	-
22416	NC_003076.4	4691025	4691140	+
22417	NC_003076.4	4694697	4694811	+
25896	NC_003076.4	5169993	5170134	+
28646	NC_003076.4	7168872	7168971	+
21632	NC_003076.4	7740601	7740711	-
22381	NC_003076.4	8527472	8527652	+
25891	NC_003076.4	9098794	9098919	+
21620	NC_003076.4	9136109	9136240	+
22480	NC_003076.4	9852678	9852779	+
25867	NC_003076.4	11341600	11341820	-
25869	NC_003076.4	11707091	11707311	-
25868	NC_003076.4	11855326	11855546	+
25866	NC_003076.4	11864949	11865169	+
22412	NC_003076.4	13629028	13629162	+
22382	NC_003076.4	15887818	15888228	-
25901	NC_003076.4	15908807	15909101	-
25897	NC_003076.4	16175051	16175176	-
21960	NC_003076.4	16677697	16677868	-
21642	NC_003076.4	16792748	16792890	-
21643	NC_003076.4	17533528	17533632	+
21648	NC_003076.4	18376015	18376138	-
21629	NC_003076.4	19026321	19026409	-
22470	NC_003076.4	20649740	20649863	+
25902	NC_003076.4	21412771	21412855	-
22476	NC_003076.4	22614238	22614343	-
22399	NC_003076.4	23654173	23654292	+
22482	NC_003076.4	24005698	24005822	+
22400	NC_003076.4	24310319	24310524	+
22420	NC_003076.4	24979711	24979824	+
22817	NC_003076.4	25247794	25247893	-
21644	NC_003076.4	25522024	25522145	+
21650	NC_003076.4	26428806	26428898	-
30055	nscaf1681	2313932	2314020	-
28681	nscaf1690	7673850	7673925	-
28680	nscaf1690	7673973	7674052	-
28683	nscaf1690	7674108	7674187	-
28682	nscaf1690	7674236	7674314	-
28679	nscaf1690	7674381	7674470	-
25832	nscaf1690	7689346	7689464	-
28688	nscaf1898	4464447	4464538	+
30054	nscaf2053	449865	449954	+
30053	nscaf2204	1643535	1643624	-
25432	nscaf2204	2812832	2812916	+
28717	nscaf2575	1011450	1011539	-
30058	nscaf2575	1011451	1011538	+
25440	nscaf2589	2307337	2307431	-
25438	nscaf2589	2863554	2863638	-
28686	nscaf2589	5600024	5600124	-
25431	nscaf2589	5616175	5616259	-
25445	nscaf2623	733970	734054	-
25444	nscaf2655	11805	11889	+
28685	nscaf2800	298533	298633	+
25437	nscaf2823	3806245	3806342	-
25443	nscaf2823	3814276	3814397	-
28690	nscaf2823	3834385	3834476	-
25448	nscaf2828	4741979	4742074	-
30064	nscaf2828	5073897	5073983	+
28684	nscaf2839	31354	31453	+
30062	nscaf2839	31358	31447	-
30061	nscaf2847	7595334	7595422	+
25435	nscaf2853	2508128	2508211	-
30063	nscaf2853	3476510	3476597	+
25433	nscaf2855	79776	79877	+
30057	nscaf2859	1566400	1566476	+
30052	nscaf2891	688510	688599	-
25446	nscaf2891	690173	690255	-
28718	nscaf2902	8953579	8953668	+
30056	nscaf2912	693914	694001	-
28689	nscaf2964	1678295	1678371	+
28687	nscaf2964	4754656	4754739	-
25441	nscaf2993	1921658	1921743	+
25447	nscaf2993	1921782	1921872	+
30059	nscaf3003	395214	395295	+
30060	nscaf3003	2459351	2459438	+
28719	nscaf3013	172000	172085	+
25430	nscaf3026	3368285	3368388	-
28691	nscaf3031	2300724	2300813	+
25436	nscaf3040	1271367	1271446	-
25831	nscaf3053	421848	421968	+
28713	scaffold10442	525	614	-
28713	scaffold1100	8195	8284	+
28713	scaffold1143	762	851	+
28713	scaffold1143	2003	2092	+
28715	scaffold1143	3244	3317	+
28716	scaffold17935	100	188	-
28716	scaffold25595	15	103	-
28716	scaffold35968	148	236	-
28713	scaffold42192	40	129	-
28713	scaffold6403	317	406	-
28713	scaffold9995	447	536	-
26809	EM:AC189186	82670	82765	-
26817	EM:AC189214	74569	74660	-
26824	EM:AC189215	120667	120867	-
26828	EM:AC189215	121043	121209	-
26843	EM:AC189250	143274	143481	-
26839	EM:AC189313	1397	1524	+
26835	EM:AC189327	100866	100999	+
26812	EM:AC189355	75822	75949	+
26829	EM:AC189356	6626	6780	-
26820	EM:AC189369	1537	1724	-
26809	EM:AC189430	32971	33066	-
26824	EM:AC189512	93875	94075	-
26830	EM:AC189512	94235	94433	-
26844	EM:AC189528	128989	129138	+
26811	EM:AC189543	93838	93942	+
26803	EM:AC189548	18638	19269	+
26838	EM:AC189591	82389	82516	+
26842	EM:AC189598	83537	83719	-
26818	EM:AC189627	79418	79536	+
26832	EM:AC189658	41467	41599	-
26837	EM:BH423978	306	423	+
26827	EM:BH434672	164	337	+
26808	EM:BH653338	89	184	-
26837	EM:BH680789	165	282	-
26816	EM:BH741911	143	238	-
26846	EM:BH950400	212	366	-
26822	EM:BZ014943	255	474	-
26831	EM:BZ021311	350	512	-
26825	EM:BZ041682	86	253	+
26826	EM:BZ062541	101	276	+
26841	EM:BZ512955	329	463	+
26825	EM:CC943068	513	680	-
26826	EM:CC954204	39	214	+
26146	EM:CD835236	102	183	+
26812	EM:CS592994	982	1109	+
26834	EM:CT022223	635	758	-
26840	EM:CW984396	577	662	-
26150	EM:CX190537	26	127	+
26829	EM:DU101474	88	242	-
26148	EM:DU101699	116	242	+
26147	EM:DU106747	664	743	+
26818	EM:DU827625	17	135	-
26810	EM:DU830650	512	655	-
26815	EM:DU980843	159	246	-
26819	EM:DU982154	662	793	+
26832	EM:DU984956	260	392	-
26833	EM:DX028242	512	643	-
26835	EM:DX037998	153	286	-
26814	EM:DX044654	119	219	+
26840	EM:DX051151	403	488	+
26810	EM:DX059137	530	673	-
26820	EM:DX901870	437	624	+
26836	EM:DX911364	697	831	-
26813	EM:DY013547	260	363	+
26813	EM:ED514994	153	256	+
26813	EM:ED515731	151	254	+
26813	EM:ED531830	173	276	+
26821	EM:ED535040	841	1016	-
26814	EM:EE433179	104	204	+
26835	EM:EV043346	100	233	+
26835	EM:EV055825	89	222	+
26842	EM:EX039355	186	368	+
26842	EM:EX072729	247	429	+
26842	EM:EX073973	245	427	+
25910	1	20087113	20087197	-
25907	1	20136237	20136320	-
25214	1	20136963	20137043	-
25202	1	108876401	108876493	-
25473	1	108876544	108876641	-
25513	2	21426193	21426291	-
25218	2	64640134	64640215	-
25208	2	110812687	110812771	+
25494	3	79661860	79661945	+
25525	3	112437430	112437534	-
25479	3	112440564	112440655	-
25200	4	72669200	72669267	+
25196	4	97826811	97826874	-
25499	5	10483359	10483423	-
25916	5	27849198	27849287	+
25491	5	28577700	28577789	-
25526	5	55133072	55133155	-
25194	5	60085852	60085935	+
25905	5	123307212	123307285	+
25493	7	10020276	10020372	-
25503	7	10102128	10102200	+
25209	7	10102302	10102379	+
25514	7	10102457	10102528	+
25517	7	17936705	17936786	-
25219	7	60270231	60270318	+
25488	8	9359005	9359089	+
25198	8	41898819	41898897	-
25915	8	49279772	49279867	-
25527	8	85962044	85962103	+
25223	8	85962252	85962348	+
25518	8	89743299	89743378	+
25523	8	89743652	89743738	+
25487	8	89745858	89745944	+
25510	8	108764289	108764377	+
25515	9	9888794	9888860	-
25220	11	99136761	99136870	+
25474	11	99137976	99138064	+
25497	11	102419001	102419100	-
25217	11	108009392	108009464	+
25911	12	18887743	18887825	-
25492	12	64665102	64665185	+
25203	12	64665245	64665315	+
25913	12	64665384	64665465	+
25204	12	64665553	64665623	+
25914	12	64665681	64665767	+
25909	13	51838778	51838853	-
25213	13	64874840	64874942	+
25201	14	2275085	2275153	+
25210	14	6473522	6473591	+
25224	14	6477866	6477953	+
25226	15	20035921	20036004	+
25529	15	20036622	20036698	+
25216	15	31406340	31406427	-
25904	15	31455126	31455197	-
25470	15	51684276	51684343	-
25501	16	36241995	36242104	-
25221	16	36247788	36247891	-
25917	16	41392736	41392842	+
25498	16	48594359	48594444	-
25516	16	48595027	48595085	-
25222	16	72083257	72083325	-
25504	16	73886657	73886737	+
25505	16	73887217	73887304	+
25490	18	24486250	24486332	+
25471	18	35987036	35987129	+
25519	18	55905298	55905397	-
25922	18	57587997	57588066	+
25908	18	57588165	57588243	+
25215	18	57588664	57588749	+
25472	19	8516953	8517039	-
25205	19	10049133	10049204	+
25475	19	18311025	18311105	-
25507	19	21234483	21234576	+
25502	19	22901894	22901978	-
25489	19	23161083	23161183	-
25912	19	27179312	27179398	-
25920	19	27179621	27179732	-
25468	19	39116883	39116991	+
25478	20	2621242	2621303	+
25199	20	2864127	2864198	+
25211	20	16455494	16455575	+
25520	21	65160823	65160916	+
25480	21	65320259	65320349	+
25469	21	65868433	65868527	+
25482	21	66003670	66003730	+
25521	21	66022427	66022510	+
25483	21	66028733	66028812	+
25481	21	66042411	66042479	+
25512	22	49631988	49632070	+
25495	22	51902736	51902826	+
25508	22	51903218	51903304	+
25524	24	59932223	59932307	+
25918	25	14332837	14332923	+
25212	25	14994311	14994373	+
25511	25	38455775	38455851	+
25528	25	38455975	38456058	+
25467	26	11661289	11661369	-
25496	29	44934706	44934811	-
25506	X	42524578	42524648	+
25919	X	46871549	46871620	+
25484	X	46871699	46871804	+
25921	X	54767794	54767873	-
25522	X	54783137	54783222	-
25486	X	58737622	58737740	-
25197	X	58738526	58738608	-
25207	X	61412052	61412161	+
25206	X	61412746	61412855	+
22798	cb25.fpc0003	250399	250508	-
22797	cb25.fpc0003	1163420	1163531	-
22793	cb25.fpc0003	1164604	1164716	+
21938	cb25.fpc0011	586214	586293	+
21947	cb25.fpc0022	1182919	1183014	-
22790	cb25.fpc0024	139213	139325	+
22787	cb25.fpc0024	139667	139779	+
21922	cb25.fpc0045	477534	477629	-
21913	cb25.fpc0045	786683	786775	+
21937	cb25.fpc0045	1311090	1311184	+
21936	cb25.fpc0045	1314015	1314104	-
21932	cb25.fpc0045	1374063	1374154	-
21931	cb25.fpc0045	1380926	1381006	-
21930	cb25.fpc0045	1381211	1381304	-
21952	cb25.fpc0045	1497642	1497745	+
21911	cb25.fpc0058	988544	988637	+
21927	cb25.fpc0058	1391129	1391200	-
21918	cb25.fpc0058	1902157	1902238	-
21917	cb25.fpc0058	1904950	1905031	+
21914	cb25.fpc0058	1913930	1914025	+
21915	cb25.fpc0058	1914085	1914179	+
21916	cb25.fpc0058	1914235	1914329	+
22802	cb25.fpc0058	2426865	2426976	-
22807	cb25.fpc0058	2426993	2427102	-
22805	cb25.fpc0058	2427448	2427560	-
22806	cb25.fpc0058	2427346	2427461	-
22803	cb25.fpc0058	2427728	2427834	-
22804	cb25.fpc0058	2427623	2427737	-
21955	cb25.fpc0058	2495709	2495807	+
22808	cb25.fpc0058	3457940	3458048	+
21925	cb25.fpc0058	4195160	4195249	+
21926	cb25.fpc0063	314368	314451	-
21949	cb25.fpc0090	386404	386493	+
21921	cb25.fpc0090	389258	389352	+
22799	cb25.fpc0106	111159	111270	-
22785	cb25.fpc0143	929449	929557	+
21945	cb25.fpc0143	960617	960711	-
22786	cb25.fpc0143	994621	994765	-
21924	cb25.fpc0143	998244	998341	-
21945	cb25.fpc0143	1139487	1139581	-
21942	cb25.fpc0143	1679140	1679237	+
21920	cb25.fpc0829	579406	579498	-
25886	cb25.fpc0829	997508	997601	-
21910	cb25.fpc0829	1792425	1792511	-
21951	cb25.fpc1417	282071	282155	-
22801	cb25.fpc2090	154117	154225	-
21928	cb25.fpc2187	404347	404441	-
22782	cb25.fpc2193	217680	217783	+
22788	cb25.fpc2220	314137	314246	+
25884	cb25.fpc2220	544867	544960	-
21956	cb25.fpc2220	1535846	1535940	-
22224	cb25.fpc2220	1640044	1640117	+
21933	cb25.fpc2260	562524	562619	+
21933	cb25.fpc2260	565241	565336	+
25877	cb25.fpc2310	298311	298406	-
21948	cb25.fpc2454	374337	374436	-
22783	cb25.fpc2887	602196	602307	-
21912	cb25.fpc2888	295219	295312	-
25882	cb25.fpc2888	1682758	1682839	-
21939	cb25.fpc2976	635609	635706	-
25885	cb25.fpc3857	484549	484635	+
25872	cb25.fpc3857	485006	485108	+
22794	cb25.fpc3857	486444	486552	-
21944	cb25.fpc3857	3562400	3562495	+
25880	cb25.fpc3857	3575831	3575916	+
22792	cb25.fpc3857	3689148	3689258	+
21935	cb25.fpc4013	186693	186792	-
21941	cb25.fpc4013	201175	201271	+
22781	cb25.fpc4030	170512	170621	-
21946	cb25.fpc4033	1408675	1408771	-
22800	cb25.fpc4033	2349618	2349731	+
22795	cb25.fpc4044	1669923	1670035	+
25873	cb25.fpc4044	1670051	1670141	+
25871	cb25.fpc4044	1916530	1916606	-
22796	cb25.fpc4069	544760	544867	+
25874	cb25.fpc4069	600024	600113	-
21954	cb25.fpc4069	1296389	1296480	-
22784	cb25.fpc4069	2002944	2003054	+
22787	cb25.fpc4079	42047	42159	+
21919	cb25.fpc4079	1087458	1087551	+
22789	cb25.fpc4126	449320	449431	-
25876	cb25.fpc4126	1325388	1325481	+
25878	cb25.fpc4152	418601	418699	-
25879	cb25.fpc4152	419243	419309	-
21943	cb25.fpc4152	426357	426449	-
25881	cb25.fpc4180	99571	99661	+
22160	cb25.fpc4247	2707	2829	-
25883	cb25.fpc4248	172977	173082	-
21934	cb25.fpc4321	144621	144713	+
21923	cb25.fpc4321	893157	893257	+
21929	cb25.fpc4321	1020819	1020895	-
22780	cb25.fpc4321	1369406	1369516	-
21950	cb25.fpc4321	1456779	1456869	+
25875	cb25.fpc4403	469248	469330	-
21957	cb25.fpc4470	203316	203394	+
22791	cb25.fpc4470	782179	782285	+
21953	cb25.fpc4470	782336	782422	+
21940	cb25.fpc4470	1147753	1147847	-
21467	I	1738636	1738734	+
22161	I	4585875	4585984	+
21748	I	4684317	4684415	-
21738	I	6162293	6162389	-
21449	I	6172664	6172759	-
21749	I	7887365	7887461	+
21494	I	9332937	9333034	+
26255	I	9361588	9361656	+
21450	I	9372759	9372856	-
21486	I	9379918	9380011	-
28539	I	10600452	10600514	+
28327	I	10869363	10869467	-
25653	I	12594558	12594646	+
25652	I	12595679	12595762	+
28333	I	12608608	12608697	+
28334	I	13513943	13514035	+
28328	I	13980845	13980941	-
22162	I	14468369	14468478	-
21487	II	2452839	2452937	+
21764	II	3306230	3306332	+
28543	II	4371833	4371902	-
21448	II	5902220	5902313	+
21765	II	5969021	5969119	+
28332	II	6015494	6015587	+
21477	II	6328653	6328750	-
28544	II	6968442	6968490	-
21739	II	7030119	7030216	-
21474	II	7850429	7850527	-
21500	II	8393484	8393589	+
21756	II	11446779	11446876	-
21452	II	11537524	11537620	+
21453	II	11537629	11537725	+
21454	II	11537749	11537846	+
21455	II	11537846	11537943	+
21456	II	11538005	11538091	+
21457	II	11538100	11538191	+
21458	II	11538224	11538320	+
22163	II	11833452	11833561	-
21462	II	11880860	11880955	-
21459	II	11889727	11889821	+
21460	II	11889826	11889923	+
21461	II	11889939	11890034	+
21492	II	12519183	12519282	+
21772	II	12638046	12638138	-
21737	II	14466166	14466261	-
21778	II	14946941	14947034	+
21732	III	2172440	2172554	+
21481	III	2172836	2172945	+
21482	III	2172990	2173089	+
21483	III	2173096	2173194	+
21491	III	3142035	3142131	+
21484	III	5931300	5931398	-
21734	III	7544981	7545079	-
22164	III	7860073	7860182	+
21495	III	8865177	8865274	-
21741	III	8867235	8867332	-
21503	III	8873894	8873991	-
26256	III	10047640	10047709	-
21777	III	11637847	11637941	-
28545	III	11829129	11829192	+
21501	III	11936518	11936615	-
21463	III	13660395	13660491	+
21774	IV	273900	273993	+
21475	IV	3233250	3233346	+
21775	IV	3258451	3258545	-
21746	IV	4274240	4274335	+
21747	IV	4450772	4450869	+
21731	IV	5562012	5562109	+
25648	IV	5566409	5566478	+
28547	IV	6660445	6660503	-
28330	IV	7767444	7767550	+
21498	IV	7841614	7841711	+
21750	IV	10940104	10940200	+
21735	IV	10994139	10994236	-
21468	IV	11025983	11026082	-
21470	IV	11027563	11027661	-
21476	IV	11309125	11309224	-
21730	IV	11871708	11871803	+
21770	IV	12740413	12740498	-
21469	IV	14033976	14034075	+
25656	IV	14277279	14277354	-
28546	IV	15012308	15012380	-
21493	IV	15165608	15165703	+
26274	IV	16473044	16473140	-
25646	IV	16740652	16740748	-
25647	IV	17309262	17309358	-
25650	V	3042091	3042180	-
28331	V	3042529	3042632	-
21759	V	5440623	5440732	+
21757	V	5780493	5780599	-
21485	V	6665519	6665618	-
21760	V	6956025	6956125	-
22165	V	8580519	8580628	-
22166	V	8580835	8580944	-
21763	V	10538996	10539096	-
22207	V	10647206	10647278	+
21773	V	11137087	11137181	+
21754	V	11769895	11769993	-
21478	V	11770038	11770134	-
21502	V	12038665	12038758	-
21465	V	14364390	14364487	-
21745	V	14366166	14366261	-
21761	V	17140637	17140738	+
21766	V	18736648	18736755	+
21762	X	227953	228048	+
21762	X	237369	237464	+
25658	X	380920	380992	-
25654	X	1798924	1799012	-
26254	X	1879453	1879508	+
21752	X	2262367	2262464	-
21488	X	2368759	2368857	+
21489	X	2369037	2369133	+
21490	X	2372448	2372544	+
21496	X	2431067	2431174	+
21497	X	2435253	2435349	-
21769	X	2819248	2819340	+
21451	X	2969744	2969840	-
22167	X	3004283	3004392	+
25642	X	3004660	3004753	+
21753	X	3006432	3006528	-
21776	X	3411992	3412086	+
21771	X	3755135	3755228	+
21751	X	4756941	4757038	+
25655	X	4757079	4757167	+
21733	X	5803852	5803949	+
25649	X	5809309	5809393	+
22168	X	5919109	5919218	+
26275	X	6435382	6435469	-
21744	X	7882567	7882663	+
25643	X	7882696	7882785	+
25641	X	8074864	8074951	-
21740	X	8154027	8154125	+
25645	X	8485234	8485311	-
25657	X	8600584	8600676	-
21466	X	9989216	9989312	+
21755	X	11004654	11004750	+
25644	X	11294636	11294725	+
21758	X	11333459	11333558	-
21743	X	11791226	11791323	-
21742	X	11792369	11792466	+
21736	X	12078510	12078607	-
21479	X	12692527	12692584	+
21473	X	13144612	13144708	-
21472	X	13144748	13144845	-
21471	X	13144917	13145015	-
22225	X	13597152	13597261	+
25651	X	13857885	13857976	+
21464	X	13921173	13921269	+
21447	X	14744094	14744192	-
28541	X	14977039	14977098	+
28542	X	15236283	15236344	-
