1599	11679671	"An abundant class of tiny RNAs with probable regulatory roles in Caenorhabditis elegans"	Lau NC, Lim LP, Weinstein EG, Bartel DP	Science. 294:858-862(2001).
1630	17989254	"Evolution, biogenesis, expression, and target predictions of a substantially expanded set of Drosophila microRNAs"	Ruby JG, Stark A, Johnston WK, Kellis M, Bartel DP, Lai EC	Genome Res. 17:1850-1864(2007).
1631	17989255	"Systematic discovery and characterization of fly microRNAs using 12 Drosophila genomes"	Stark A, Kheradpour P, Parts L, Brennecke J, Hodges E, Hannon GJ, Kellis M	Genome Res. 17:1865-1879(2007).
1632	14691535	"Identification of Drosophila MicroRNA targets"	Stark A, Brennecke J, Russell RB, Cohen SM	PLoS Biol. 1:E60(2003).
1633	12725740	"The Drosophila microRNA Mir-14 suppresses cell death and is required for normal fat metabolism"	Xu P, Vernooy SY, Guo M, Hay BA	Curr Biol. 13:790-795(2003).
1634	12007417	"Identification of tissue-specific microRNAs from mouse"	Lagos-Quintana M, Rauhut R, Yalcin A, Meyer J, Lendeckel W, Tuschl T	Curr Biol. 12:735-739(2002).
1635	15538371	"A pancreatic islet-specific microRNA regulates insulin secretion"	Poy MN, Eliasson L, Krutzfeldt J, Kuwajima S, Ma X, Macdonald PE, Pfeffer S, Tuschl T, Rajewsky N, Rorsman P, Stoffel M	Nature. 432:226-230(2004).
1636	16766679	"Identification and characterization of two novel classes of small RNAs in the mouse germline: retrotransposon-derived siRNAs in oocytes and germline small RNAs in testes"	Watanabe T, Takeda A, Tsukiyama T, Mise K, Okuno T, Sasaki H, Minami N, Imai H	Genes Dev. 20:1732-1743(2006).
1637	20215419	"MicroRNA transcriptome in the newborn mouse ovaries determined by massive parallel sequencing"	Ahn HW, Morin RD, Zhao H, Harris RA, Coarfa C, Chen ZJ, Milosavljevic A, Marra MA, Rajkovic A	Mol Hum Reprod. 16:463-471(2010).
1638	20413612	"Mammalian microRNAs: experimental evaluation of novel and previously annotated genes"	Chiang HR, Schoenfeld LW, Ruby JG, Auyeung VC, Spies N, Baek D, Johnston WK, Russ C, Luo S, Babiarz JE, Blelloch R, Schroth GP, Nusbaum C, Bartel DP	Genes Dev. 24:992-1009(2010).
1639	15634332	"New human and mouse microRNA genes found by homology search"	Weber MJ	FEBS J. 272:59-73(2005).
1640	15854907	"RNAi-mediated allelic trans-interaction at the imprinted Rtl1/Peg11 locus"	Davis E, Caiment F, Tordoir X, Cavaille J, Ferguson-Smith A, Cockett N, Georges M, Charlier C	Curr Biol. 15:743-749(2005).
1641	20668074	"Identification and analysis of expression of novel microRNAs of murine gammaherpesvirus 68"	Zhu JY, Strehle M, Frohn A, Kremmer E, Hofig KP, Meister G, Adler H	J Virol. 84:10266-10275(2010).
1642	16582102	"The expression profile of microRNAs in mouse embryos"	Mineno J, Okamoto S, Ando T, Sato M, Chono H, Izu H, Takayama M, Asada K, Mirochnitchenko O, Inouye M, Kato I	Nucleic Acids Res. 34:1765-1771(2006).
1643	15310658	"A large imprinted microRNA gene cluster at the mouse Dlk1-Gtl2 domain"	Seitz H, Royo H, Bortolin ML, Lin SP, Ferguson-Smith AC, Cavaille J	Genome Res. 14:1741-1748(2004).
1644	14691248	"Identification of many microRNAs that copurify with polyribosomes in mammalian neurons"	Kim J, Krichevsky A, Grad Y, Hayes GD, Kosik KS, Church GM, Ruvkun G	Proc Natl Acad Sci U S A. 101:360-365(2004).
1645	16738409	"Post-transcriptional regulation of microRNA expression"	Obernosterer G, Leuschner PJ, Alenius M, Martinez J	RNA. 12:1161-1167(2006).
1646	12101121	"MicroRNAs in plants"	Reinhart BJ, Weinstein EG, Rhoades MW, Bartel B, Bartel DP	Genes Dev. 16:1616-1626(2002).
1647	12202040	"Prediction of plant microRNA targets"	Rhoades MW, Reinhart BJ, Lim LP, Burge CB, Bartel B, Bartel DP	Cell. 110:513-520(2002).
1648	16040653	"Expression of Arabidopsis MIRNA genes"	Xie Z, Allen E, Fahlgren N, Calamar A, Givan SA, Carrington JC	Plant Physiol. 138:2145-2154(2005).
1649	16954541	"MicroRNAs and other small RNAs enriched in the Arabidopsis RNA-dependent RNA polymerase-2 mutant"	Lu C, Kulkarni K, Souret FF, MuthuValliappan R, Tej SS, Poethig RS, Henderson IR, Jacobsen SE, Wang W, Green PJ, Meyers BC	Genome Res. 16:1276-1288(2006).
1650	17182867	"A diverse and evolutionarily fluid set of microRNAs in Arabidopsis thaliana"	Rajagopalan R, Vaucheret H, Trejo J, Bartel DP	Genes Dev. 20:3407-3425(2006).
1651	19815687	"Hypoxia-responsive microRNAs and trans-acting small interfering RNAs in Arabidopsis"	Moldovan D, Spriggs A, Yang J, Pogson BJ, Dennis ES, Wilson IW	J Exp Bot. 61:165-177(2010).
1652	12226481	"Short RNAs can identify new candidate transposable element families in Arabidopsis"	Mette MF, van der Winden J, Matzke M, Matzke AJ	Plant Physiol. 130:6-9(2002).
1653	18542052	"Global identification of microRNA-target RNA pairs by parallel analysis of RNA ends"	German MA, Pillay M, Jeong DH, Hetawal A, Luo S, Janardhanan P, Kannan V, Rymarquis LA, Nobuta K, German R, De Paoli E, Lu C, Schroth G, Meyers BC, Green PJ	Nat Biotechnol. 26:941-946(2008).
1654	12225663	"CARPEL FACTORY, a Dicer homolog, and HEN1, a novel protein, act in microRNA metabolism in Arabidopsis thaliana"	Park W, Li J, Song R, Messing J, Chen X	Curr Biol. 12:1484-1495(2002).
1655	15345049	"Prediction and identification of Arabidopsis thaliana microRNAs and their mRNA targets"	Wang XJ, Reyes JL, Chua NH, Gaasterland T	Genome Biol. 5:R65(2004).
1656	15105502	"MicroRNA-directed cleavage of HOXB8 mRNA"	Yekta S, Shih IH, Bartel DP	Science. 304:594-596(2004).
1657	15800047	"Kaposi's sarcoma-associated herpesvirus expresses an array of viral microRNAs in  latently infected cells"	Cai X, Lu S, Zhang Z, Gonzalez CM, Damania B, Cullen BR	Proc Natl Acad Sci U S A. 102:5570-5575(2005).
1658	17622355	"MicroRNAs: novel regulators involved in the pathogenesis of psoriasis?"	Sonkoly E, Wei T, Janson PC, Saaf A, Lundeberg L, Tengvall-Linder M, Norstedt G, Alenius H, Homey B, Scheynius A, Stahle M, Pivarcsi A	PLoS One. 2:e610(2007).
1659	15891114	"Clustering and conservation patterns of human microRNAs"	Altuvia Y, Landgraf P, Lithwick G, Elefant N, Pfeffer S, Aravin A, Brownstein MJ, Tuschl T, Margalit H	Nucleic Acids Res. 33:2697-2706(2005).
1660	15317971	"Patterns of flanking sequence conservation and a characteristic upstream motif for microRNA gene identification"	Ohler U, Yekta S, Lim LP, Bartel DP, Burge CB	RNA. 10:1309-1322(2004).
1661	12844358	"Computational identification of Drosophila microRNA genes"	Lai EC, Tomancak P, Williams RW, Rubin GM	Genome Biol. 4:R42(2003).
1662	12679032	"bantam encodes a developmentally regulated microRNA that controls cell proliferation and regulates the proapoptotic gene hid in Drosophila"	Brennecke J, Hipfner DR, Stark A, Russell RB, Cohen SM	Cell. 113:25-36(2003).
1663	12946623	"Big things from a little RNA"	Moberg KH, Hariharan IK	Trends Cell Biol. 13:455-457(2003).
1664	11504843	"The evolution of controlled multitasked gene networks: the role of introns and other noncoding RNAs in the development of complex organisms"	Mattick JS, Gagen MJ	Mol Biol Evol. 18:1611-1630(2001).
1665	15722555	"Depletion of human micro-RNA miR-125b reveals that it is critical for the proliferation of differentiated cells but not for the down-regulation of putative targets during differentiation"	Lee YS, Kim HK, Chung S, Kim KS, Dutta A	J Biol Chem. 280:16635-16641(2005).
1666	12931144	"Control of leaf morphogenesis by microRNAs"	Palatnik JF, Allen E, Wu X, Schommer C, Schwab R, Carrington JC, Weigel D	Nature. 425:257-263(2003).
1667	17687032	"Competing interactions between micro-RNAs determine neural progenitor survival and proliferation after ethanol exposure: evidence from an ex vivo model of the fetal cerebral cortical neuroepithelium"	Sathyan P, Golden HB, Miranda RC	J Neurosci. 27:8546-8557(2007).
1668	20403161	"Small RNA expression and strain specificity in the rat"	Linsen SE, de Wit E, de Bruijn E, Cuppen E	BMC Genomics. 11:249(2010).
1669	15345052	"Microarray analysis of microRNA expression in the developing mammalian brain"	Miska EA, Alvarez-Saavedra E, Townsend M, Yoshii A, Sestan N, Rakic P, Constantine-Paton M, Horvitz HR	Genome Biol. 5:R68(2004).
1670	17805466	"Cloning and identification of novel microRNAs from rat hippocampus"	He X, Zhang Q, Liu Y, Pan X	Acta Biochim Biophys Sin (Shanghai). 39:708-714(2007).
1671	18312648	"Identification of novel and candidate miRNAs in rice by high throughput sequencing"	Sunkar R, Zhou X, Zheng Y, Zhang W, Zhu JK	BMC Plant Biol. 8:25(2008).
1672	15738415	"Accumulation of miR-155 and BIC RNA in human B cell lymphomas"	Eis PS, Tam W, Sun L, Chadburn A, Li Z, Gomez MF, Lund E, Dahlberg JE	Proc Natl Acad Sci U S A. 102:3627-3632(2005).
1673	15965474	"Identification of hundreds of conserved and nonconserved human microRNAs"	Bentwich I, Avniel A, Karov Y, Aharonov R, Gilad S, Barad O, Barzilai A, Einat P, Einav U, Meiri E, Sharon E, Spector Y, Bentwich Z	Nat Genet. 37:766-770(2005).
1674	16274478	"Identification of clustered microRNAs using an ab initio prediction method"	Sewer A, Paul N, Landgraf P, Aravin A, Pfeffer S, Brownstein MJ, Tuschl T, van Nimwegen E, Zavolan M	BMC Bioinformatics. 6:267(2005).
1675	15735639	"Systematic discovery of regulatory motifs in human promoters and 3' UTRs by comparison of several mammals"	Xie X, Lu J, Kulbokas EJ, Golub TR, Mootha V, Lindblad-Toh K, Lander ES, Kellis M	Nature. 434:338-345(2005).
1676	17322061	"Redirection of silencing targets by adenosine-to-inosine editing of miRNAs"	Kawahara Y, Zinshteyn B, Sethupathy P, Iizasa H, Hatzigeorgiou AG, Nishikura K	Science. 315:1137-1140(2007).
1677	14685240	"A microRNA controlling left/right neuronal asymmetry in Caenorhabditis elegans"	Johnston RJ, Hobert O	Nature. 426:845-849(2003).
1678	16471176	"Assessment of the microRNA system in salt-sensitive hypertension"	Naraba H, Iwai N	Hypertens Res. 28:819-826(2005).
1679	15200956	"Computational identification of plant microRNAs and their targets, including a stress-induced miRNA"	Jones-Rhoades MW, Bartel DP	Mol Cell. 14:787-799(2004).
1680	15258262	"Novel and stress-regulated microRNAs and other small RNAs from Arabidopsis"	Sunkar R, Zhu JK	Plant Cell. 16:2001-2019(2004).
1681	15608278	"ASRP: the Arabidopsis Small RNA Project Database"	Gustafson AM, Allen E, Givan S, Smith D, Carrington JC, Kasschau KD	Nucleic Acids Res. 33:D637-D640(2005).
1682	15632092	"Computational prediction of miRNAs in Arabidopsis thaliana"	Adai A, Johnson C, Mlotshwa S, Archer-Evans S, Manocha V, Vance V, Sundaresan V	Genome Res. 15:78-91(2005).
1683	16117853	"Molecular evolution of the rice miR395 gene family"	Guddeti S, Zhang DC, Li AL, Leseberg CH, Kang H, Li XG, Zhai WX, Johns MA, Mao L	Cell Res. 15:631-638(2005).
1684	19903869	"Rice MicroRNA effector complexes and targets"	Wu L, Zhang Q, Zhou H, Ni F, Wu X, Qi Y	Plant Cell. 21:3421-3435(2009).
1685	15118162	"Identification of virus-encoded microRNAs"	Pfeffer S, Zavolan M, Grasser FA, Chien M, Russo JJ, Ju J, John B, Enright AJ, Marks D, Sander C, Tuschl T	Science. 304:734-736(2004).
1686	16557291	"Epstein-Barr virus microRNAs are evolutionarily conserved and differentially expressed"	Cai X, Schafer A, Lu S, Bilello JP, Desrosiers RC, Edwards R, Raab-Traub N, Cullen BR	PLoS Pathog. 2:e23(2006).
1687	19055717	"Identification of precursor transcripts for 6 novel miRNAs expands the diversity  on the genomic organisation and expression of miRNA genes in rice"	Lacombe S, Nagasaki H, Santi C, Duval D, Piegu B, Bangratz M, Breitler JC, Guiderdoni E, Brugidou C, Hirsch J, Cao X, Brice C, Panaud O, Karlowski WM, Sato Y, Echeverria M	BMC Plant Biol. 8:123(2008).
1688	15685364	"Computational identification of novel family members of microRNA genes in Arabidopsis thaliana and Oryza sativa"	Li Y, Li W, Jin YX	Acta Biochim Biophys Sin (Shanghai). 37:75-87(2005).
1689	16566924	"Identification of new central nervous system specific mouse microRNAs"	Wheeler G, Ntounia-Fousara S, Granda B, Rathjen T, Dalmay T	FEBS Lett. 580:2195-2200(2006).
1690	15592404	"Sequence and comparative analysis of the chicken genome provide unique perspectives on vertebrate evolution"	International Chicken Genome Sequencing Consortium	Nature. 432:695-716(2004).
1691	18256158	"MicroRNA profile of Marek's disease virus-transformed T-cell line MSB-1: predominance of virus-encoded microRNAs"	Yao Y, Zhao Y, Xu H, Smith LP, Lawrie CH, Watson M, Nair V	J Virol. 82:4007-4015(2008).
1692	\N	"	McBride D, Carre W, Law A, Clinton M	Unpublished.
1693	18463306	"Conservation of small RNA pathways in platypus"	Murchison EP, Kheradpour P, Sachidanandam R, Smith C, Hodges E, Xuan Z, Kellis M, Grutzner F, Stark A, Hannon GJ	Genome Res. 18:995-1004(2008).
1694	18511220	"Identification of novel chicken microRNAs and analysis of their genomic organization"	Shao P, Zhou H, Xiao ZD, He JH, Huang MB, Chen YQ, Qu LH	Gene. 418:34-40(2008).
1695	16750530	"Identification of microRNAs from different tissues of chicken embryo and adult chicken"	Xu H, Wang X, Du Z, Li N	FEBS Lett. 580:3610-3616(2006).
1696	18469162	"A microRNA catalog of the developing chicken embryo identified by a deep sequencing approach"	Glazov EA, Cottee PA, Barris WC, Moore RJ, Dalrymple BP, Tizard ML	Genome Res. 18:957-964(2008).
1697	20037610	"Evolutionary flux of canonical microRNAs and mirtrons in Drosophila"	Berezikov E, Liu N, Flynt AS, Hodges E, Rooks M, Hannon GJ, Lai EC	Nat Genet. 42:6-9(2010).
1698	15937218	"The developmental miRNA profiles of zebrafish as determined by small RNA cloning"	Chen PY, Manninga H, Slanchev K, Chien M, Russo JJ, Ju J, Sheridan R, John B, Marks DS, Gaidatzis D, Sander C, Zavolan M, Tuschl T	Genes Dev. 19:1288-1293(2005).
1699	16736008	"The zebrafish hoxDb cluster has been reduced to a single microRNA"	Woltering JM, Durston AJ	Nat Genet. 38:601-602(2006).
1700	15919954	"MicroRNA expression in zebrafish embryonic development"	Wienholds E, Kloosterman WP, Miska E, Alvarez-Saavedra E, Berezikov E, de Bruijn E, Horvitz HR, Kauppinen S, Plasterk RH	Science. 309:310-311(2005).
1701	16669754	"MicroRNAS and their regulatory roles in plants"	Jones-Rhoades MW, Bartel DP, Bartel B	Annu Rev Plant Biol. 57:19-53(2006).
1702	15642338	"Stage-specific expression of microRNAs during Xenopus development"	Watanabe T, Takeda A, Mise K, Okuno T, Suzuki T, Minami N, Imai H	FEBS Lett. 579:318-324(2005).
1703	\N	"Identifying microRNAs in plant genomes"	Maher C, Timmermans M, Stein L, Ware D	Proc IEEE CSB :718-723(2004).
1704	19936050	"A genome-wide characterization of microRNA genes in maize"	Zhang L, Chia JM, Kumari S, Stein JC, Liu Z, Narechania A, Maher CA, Guill K, McMullen MD, Ware D	PLoS Genet. 5:e1000716(2009).
1705	15916721	"Identification and characterization of new plant microRNAs using EST analysis"	Zhang BH, Pan XP, Wang QL, Cobb GP, Anderson TA	Cell Res. 15:336-360(2005).
1706	14999285	"microRNA-mediated repression of rolled leaf1 specifies maize leaf polarity"	Juarez MT, Kui JS, Thomas J, Heller BA, Timmermans MC	Nature. 428:84-88(2004).
1707	15660154	"Sorghum genome sequencing by methylation filtration"	Bedell JA, Budiman MA, Nunberg A, Citek RW, Robbins D, Jones J, Flick E, Rholfing T, Fries J, Bradford K, McMenamy J, Smith M, Holeman H, Roe BA, Wiley G, Korf IF, Rabinowicz PD, Lakey N, McCombie WR, Jeddeloh JA, Martienssen RA	PLoS Biol. 3:e13(2005).
1708	15590942	"Transcriptome analysis for the chicken based on 19,626 finished cDNA sequences and 485,337 expressed sequence tags"	Hubbard SJ, Grafham DV, Beattie KJ, Overton IM, McLaren SR, Croning MD, Boardman PE, Bonfield JK, Burnside J, Davies RM, Farrell ER, Francis MD, Griffiths-Jones S, Humphray SJ, Hyland C, Scott CE, Tang H, Taylor RG, Tickle C, Brown WR, Birney E, Rogers J,	Genome Res. 15:174-183(2005).
1709	15944709	"c-Myc-regulated microRNAs modulate E2F1 expression"	O'Donnell KA, Wentzel EA, Zeller KI, Dang CV, Mendell JT	Nature. 435:839-843(2005).
1710	15774722	"MicroRNAs regulate brain morphogenesis in zebrafish"	Giraldez AJ, Cinalli RM, Glasner ME, Enright AJ, Thomson JM, Baskerville S, Hammond SM, Bartel DP, Schier AF	Science. 308:833-838(2005).
1711	\N	"Conservation and divergence of microRNA families in plants"	Dezulian T, Palatnik JF, Huson DH, Weigel D	http://genomebiology.com/2005/6/11/p13 (2005).
1712	17543122	"Computational and transcriptional evidence for microRNAs in the honey bee genome"	Weaver DB, Anzola JM, Evans JD, Reid JG, Reese JT, Childs KL, Zdobnov EM, Samanta MP, Miller J, Elsik CG	Genome Biol. 8:R97(2007).
1713	17933784	"Anopheles gambiae miRNAs as actors of defence reaction against Plasmodium invasion"	Winter F, Edaye S, Huttenhofer A, Brunel C	Nucleic Acids Res. 35:6953-6962(2007).
1714	18500992	"Cloning, characterization, and expression of microRNAs from the Asian malaria mosquito, Anopheles stephensi"	Mead EA, Tu Z	BMC Genomics. 9:244(2008).
1715	\N	"	Griffiths-Jones S	Unpublished (2009).
1716	15782219	"Identification of microRNAs of the herpesvirus family"	Pfeffer S, Sewer A, Lagos-Quintana M, Sheridan R, Sander C, Grasser FA, van Dyk LF, Ho CK, Shuman S, Chien M, Russo JJ, Ju J, Randall G, Lindenbach BD, Rice CM, Simon V, Ho DD, Zavolan M, Tuschl T	Nat Methods. 2:269-276(2005).
1717	19948768	"Mature and functional viral miRNAs transcribed from novel RNA polymerase III promoters"	Diebel KW, Smith AL, van Dyk LF	RNA. 16:170-185(2010).
1718	16207254	"Human cytomegalovirus expresses novel microRNAs during productive viral infection"	Dunn W, Trang P, Zhong Q, Yang E, van Belle C, Liu F	Cell Microbiol. 7:1684-1695(2005).
1719	16140786	"Identification and characterization of human cytomegalovirus-encoded microRNAs"	Grey F, Antoniewicz A, Allen E, Saugstad J, McShea A, Carrington JC, Nelson J	J Virol. 79:12095-12099(2005).
1720	15805478	"Cloning and characterization of microRNAs from rice"	Sunkar R, Girke T, Jain PK, Zhu JK	Plant Cell. 17:1397-1411(2005).
1721	18353984	"Genome-wide analysis for discovery of rice microRNAs reveals natural antisense microRNAs (nat-miRNAs)"	Lu C, Jeong DH, Kulkarni K, Pillay M, Nobuta K, German R, Thatcher SR, Maher C, Zhang L, Ware D, Liu B, Cao X, Meyers BC, Green PJ	Proc Natl Acad Sci U S A. 105:4951-4956(2008).
1722	19555436	"Cloning and characterization of small RNAs from Medicago truncatula reveals four  novel legume-specific microRNA families"	Jagadeeswaran G, Zheng Y, Li YF, Shukla LI, Matts J, Hoyt P, Macmil SL, Wiley GB, Roe BA, Zhang W, Sunkar R	New Phytol. 184:85-98(2009).
1723	18402695	"Novel and nodulation-regulated microRNAs in soybean roots"	Subramanian S, Fu Y, Sunkar R, Barbazuk WB, Zhu JK, Yu O	BMC Genomics. 9:160(2008).
1724	20122185	"Prediction of novel miRNAs and associated target genes in Glycine max"	Joshi T, Yan Z, Libault M, Jeong DH, Park S, Green PJ, Sherrier DJ, Farmer A, May G, Meyers BC, Xu D, Stacey G	BMC Bioinformatics. 11 Suppl 1:S14(2010).
1725	15652478	"Phylogenetic shadowing and computational identification of human microRNA genes"	Berezikov E, Guryev V, van de Belt J, Wienholds E, Plasterk RH, Cuppen E	Cell. 120:21-24(2005).
1726	16973872	"The genome of black cottonwood, Populus trichocarpa (Torr. & Gray)"	Tuskan GA, Difazio S, Jansson S, Bohlmann J, Grigoriev I, Hellsten U, Putnam N, Ralph S, Rombauts S, Salamov A, Schein J, Sterck L, Aerts A, Bhalerao RR, Bhalerao RP, Blaudez D, Boerjan W, Brun A, Brunner A, Busov V, Campbell M, Carlson J, Chalot M, Chapm	Science. 313:1596-1604(2006).
1727	15994906	"Novel and mechanical stress-responsive MicroRNAs in Populus trichocarpa that are  absent from Arabidopsis"	Lu S, Sun YH, Shi R, Clark C, Li L, Chiang VL	Plant Cell. 17:2186-2203(2005).
1728	18363789	"Stress-responsive microRNAs in Populus"	Lu S, Sun YH, Chiang VL	Plant J. 55:131-151(2008).
1729	15901636	"MicroRNA Mirn122a reduces expression of the posttranscriptionally regulated germ  cell transition protein 2 (Tnp2) messenger RNA (mRNA) by mRNA cleavage"	Yu Z, Raabe T, Hecht NB	Biol Reprod. 73:427-433(2005).
1730	15851028	"microRNA-directed phasing during trans-acting siRNA biogenesis in plants"	Allen E, Xie Z, Gustafson AM, Carrington JC	Cell. 121:207-221(2005).
1731	15885146	"Pigs in sequence space: a 0.66X coverage pig genome survey based on shotgun sequencing"	Wernersson R, Schierup MH, Jorgensen FG, Gorodkin J, Panitz F, Staerfeldt HH, Christensen OF, Mailund T, Hornshoj H, Klein A, Wang J, Liu B, Hu S, Dong W, Li W, Wong GK, Yu J, Wang J, Bendixen C, Fredholm M, Brunak S, Yang H, Bolund L	BMC Genomics. 6:70(2005).
1732	19196471	"Cloning, characterization and expression analysis of porcine microRNAs"	Reddy AM, Zheng Y, Jagadeeswaran G, Macmil SL, Graham WB, Roe BA, Desilva U, Zhang W, Sunkar R	BMC Genomics. 10:65(2009).
